product_name,product_review,similarity_score
Kentucky Brunch Brand Stout,"long time wait to tick this one , and I have to say - pretty underwhelmed . its delicious as far as maple syrup go , but overall it be lack in complexity . barrel be light and not much else . nice mouth feel and long finish .",0.5773502691896258
Kentucky Brunch Brand Stout,"this review be for the 2019 batch . it be bottle number 43 , taste as part of a dinner at topple Goliath . pour as dinner be serve , thick and almost black , allow to warm and enjoy as dessert . on the nose , bourbon and maple syrup . thick mouth - feel , and full of flavor . I have have the 2020 version on tap , so compare the two be difficult , however I think the 2019 aged nicely and be , in my opinion , the well of the two .",0.6123724356957945
Kentucky Brunch Brand Stout,"Supreme maple OD ! Soooo easy drinking & well - tasty . history in the making when finally score this one ! ( for the record , try both 2019 and 2020 at the same time , the latter one be the good ... I think )",0.5773502691896258
Kentucky Brunch Brand Stout,"I have now have 4 different year of KBBS and continue to feel this beer be in a realm of its own . the look be as dark as burn motor oil . the smell be fill with maple , coffee , bourbon , and stout . outside of 2020 the taste be super sticky with a huge mouth feel .   I would say I rate 2018 as be the good year follow by 2019 , then 2018 , and I would rate 2020 last .",0.6666666666666667
Kentucky Brunch Brand Stout,"2020 Bottle .   absolutely bonker Maple Syrup on the nose . coffee open up after a minute , but this beer straight up nail the syrup - soak French Toast profile . hate the small - format bottle .. want more !",0.0
Kentucky Brunch Brand Stout,"some burn sugar and a bit of licorice . nice dark fruit , too . flavor have plenty of sugar and malt sweetness . lot of caramel , toffee , and maple syrup . nice bourbon and vanilla , too . good dark fruit character , cocoa powder , and decent coffee . good stuff .",0.39605901719066977
Kentucky Brunch Brand Stout,"bottle @ Presidential Suite . thank , Adam . redemption from Bully Guppy . black pour with a finger of tan foam . ton of bourbon , maple syrup , and vanilla . nice coffee , cocoa powder , and toffee . some burn sugar and a bit of licorice . nice dark fruit , too . flavor have plenty of sugar and malt sweetness . lot of caramel , toffee , and maple syrup . nice bourbon and vanilla , too . good dark fruit character , cocoa powder , and decent coffee . good stuff .",0.3758230140014145
Kentucky Brunch Brand Stout,"the look be great , and then it be downhill after that . this beer have so much coffee and sweet flavor that I can not taste the stout .... the beer aspect of it . it need to be in another ( new ) category , because as a stout beer it really just be n't other than ( maybe ) it be color . now , if those coffee , maple , bourbon , et al flavor come from the malt or wood , then bravo . but they do n't .",0.6019292654288462
Kentucky Brunch Brand Stout,"this dark nectar pour like a heavenly scented motor oil into my glass . its like someone take my morning coffee , maple syrup and good bourbon and combine they into this once in a lifetime treat . I could still smell the maple syrup day later from the EMPTY bottle sit on my desk .",0.5163977794943222
Kentucky Brunch Brand Stout,"be this the good beer in the world , many would argue that be true . while try on draft at topple Goliath , it ’ hard to imagine the rich smooth sweet maple balance by coffee could be all be pull off the nose , stain the glass . and the flavor and taste to be meet with firework from the grand finale .",0.7302967433402214
Kentucky Brunch Brand Stout,"rich dark brown with a thin finger of creamy - look mocha head . settle relatively quickly into a nice , last cap and wisp . almost no lacing .   huge maple in the nose . hint of coffee , vanilla , raisin and dough .   the maple and molasse be very strong in the taste , but keep somewhat in check by nice french roast coffee . maple , raisin , prune , vanilla and cola sweetness linger in the aftertaste , but not in a cloying way . like a delicious chocolate cordial .   Super thick , smooth feel with a light carbonation fizz .   I really like the raisin in this . it ’s almost juicy . add some character beyond what , these day , could be a fairly normal maple - and - coffee flavor profile . this beer be all - around excellent .",0.721335707733946
Kentucky Brunch Brand Stout,"pour at cellar temp into a teku . bottle 74   look : pitch black , minimal head retention   Smell : maple / hazelnut / chocolate . a touch of bourbon / oak derive character .   taste : actually remind I a bit of a some of the Horus barrel aged stuff I 've have . not as sticky / drip in syrup as expect . coffee be more prominent on the palate than on the nose , come to the forefront as the beer warm . syrup come out on the finish . touch of nuttiness from the base beer ( probably where I be get the hazelnut from on the nose ) .   feel : medium - full body , definitely not motor oil thick   overall : a really solid beer but not up to what I expect from it . look for sticky syrup and pancake . Spirit profile be minimal , with more oak from the barrel than bourbon . touch of oxidation derive umami before it start to warm . be look for a "" blow your sock off "" and just get a good beer . for a beer in this style I much prefer Coffee Maple Medionoche from Weldwerks , much easy to get as well .",0.2581988897471611
Kentucky Brunch Brand Stout,"2020 recent release Bottle courtesy of brewnic . l : black with minimal dark brown head . s : vanilla , chocolate , coffee , maple syrup . t : coffee , vanilla , chocolate , pancake , maple , wood , a little whiskey . F : viscous . overall : unsurprisingly , very good .",0.40824829046386296
Kentucky Brunch Brand Stout,"this review be for the 2020 kbbs from the TG taproom in Decorah , Iowa . I have a four ounce pour .   look : the pour be thick like motor oil . it ’s super dark with minimal head . it ’s syrupy in the great way . when swirl , the the beer nearly stain the glass brown leave amazing leg .   Smell : this be incredible . for many beer , you pick up subtle aroma . for this beer , you immediately get in - your - face maple syrup follow by coffee , bourbon , and dark chocolate . there be nothing subtle about these aroma . you do n’t have to try to identify they . you can smell they from the moment the glass be place on the table — it ’s as if they ’re serve you breakfast .   taste : much like smell , there be nothing subtle about the flavor . once again , the maple hit you hard immediately with bold flavor of chocolate chip pancake with butter . the coffee / espresso flavor come next accompany by bourbon . the flavor be extremely bold , deep , and well - balanced . it ’ a symphony of flavor . perfection .   feel : I debate on include sweetness in the flavor , but it my opinion , this particular sweetness be more about feel than flavor . you can have flavor without sweetness . I ’ve place it here because the sweetness contribute in such a way that the entire feel of the beer be elevate . it add a richness that ’ hard to describe . it eliminate any boozy feeling while keep the warmth you get from a high ABV drink . it ’ coat your mouth entirely and the feel and flavor last a long time .   overall : I do n’t typically prefer stout , but killer stout be topple Goliath ’s bread and butter . I be worried that I could potentially be disappoint due to all the hype surround this beer . not only do it live up to the hype , it exceed my own expectation . it leave I want more . I be fortunate to try Mornin ' Delight , Term - Oil Fluffernutter , Term - Oil S’mores , Kaiju Clash , and Coconut Assassin all on this particular day — each one be phenomenal . but at the end of the day , it be Kentucky Brunch Brand Stout that reign supreme .",0.5830305913356049
Kentucky Brunch Brand Stout,"2020 on draft at topple Goliath .   it pour pitch black with minimal / almost - none foam around the ring of the glass . Aroma have load of maple with coffee . like maple syrup cover pancake stack . they be definitely present in flavor , maybe more maple than coffee , along with chocolate and a bit of roast . all lay on top of that bourbon sweet base . the most impressive thing be the feel here . it have that soft , warm feel . there be no hint of booze . yet it be also somehow thick and the flavor hang around for a while . it be really one of the good mouthfeel beer I 've have , for imperial stout .   be there beer that have perhaps well flavor or aroma ? yeah , I think so . but the feel be at the very top . great beer .",0.5261522196019803
Kentucky Brunch Brand Stout,"2019 KBBS look : black syrup , no head , super thick Smell : huge maple note up front , subtle barrel and coffee in the middle , finish with maple soak coffee taste : big maple , bourbon and coffee flavor . front be maple , then come coffee and bourbon , finish with a maple bourbon blast overall not as good as the nose feel : super thick yet well carbonate ... well balanced and linger for age   overall : the good beer I ’ve ever have",0.6117752903214981
Kentucky Brunch Brand Stout,"2019 draft and bottle .   I do n't think this beer could possibly live up to the hype after the long wait to try it , but get - damn this beer be the real McCoy . huge coffee nose , remind I of walk into a ( great ) coffee shop . chocolate , bourbon , subtle maple hide in the background . taste be simply perfection . phenomenal coffee flavor , chocolate , bourbon , and a perfect maple finish . incredibly well balanced between coffee and maple . thick , oily mouthfeel more on par with Sr-71 than assassin . what can I say , its phenomenal . leave you want more and more , but unfortunately not many oz 's to go around .",0.769800358919501
Kentucky Brunch Brand Stout,smell : early morning pancake and coffee before work that wake you up taste : liquifie buttery maple pancake and hot coffee with some snake bite in it . feel : like that Scene in there will be blood when the oil explode everywhere . tar . overall : magnificent worth its weight in gold,0.8164965809277259
Kentucky Brunch Brand Stout,"2019 vintage . pour a very dark brown color with noticeable sugar coat the glass . lot of coffee and maple in the nose , not much barrel or heat at all . very rich and coat mouthfeel with a lot of layer in the flavor . coffee , espresso , maple , vanilla be in good balance . not much bourbon or oak if at all noticeable . really great beer as it be very hard to pull off this many flavor and layer without a dominant flavor . just miss it a little with not much bourbon or barrel presence aside from the vanilla note .",0.41403933560541256
Kentucky Brunch Brand Stout,"review 2019 vintage . this pour thick and close to black with unsurprisingly poor head retention ( that be say , I drink this out of a taster glass ) . do not stop the nose from jump out of the glass . huge coffee and maple , as advertise , mask any potential aroma from the barrel . that trend continue into the taste - difficult to find the barrel even when look intently for it . the coffee be very pleasant and play well with the maple , which present authentically and not as a general sweetness . thick , smooth mouthfeel ( again , no surprise here ) . overall , this would receive a rating bump if it be n't mean to be a barrel aged beer . in that respect , it fall short , as the adjunct and texture be the real star of the show here . very cool to try , but not worth the price of admission these day .",0.894427190999916
Kentucky Brunch Brand Stout,"2018 version . pour dark with a small head . Smell be maple coffee with a hint of bourbon . very smooth drinking and taste be wow - chocolate , coffee , maple , and a touch of sweetness . one of the good beer I 've ever try .",0.7302967433402214
Kentucky Brunch Brand Stout,"a ( very expensive ) draft pour at TG on release day Dec. 7 , 2019 .   look : not as dark as I expect with a very thin brownish - tan head . stick to the glass briefly .   Smell : lot of phenomenal coffee hit I at first . much strong that Mornin Delight . the barrel be there along with dark chocolate .   taste : the coffee and maple match perfectly . there be some vanilla as it warm and the barrel be more present . really delicious   feel : the carbonation be great . it be unbelievably smooth and linger with each sip .   overall : easily the good beer I ’ve have from TG . so complex and drinkable with everything I want in a beer . so many stout with maple but none of they mix flavor like this . definitely a world class beer . m",0.5773502691896258
Kentucky Brunch Brand Stout,"2016 Silver Wax . Aroma have whiskey , maple , toffee and umami . taste have wood barrel , umami , dark fruit , maple and toffee . bitter cacao and coffee aftertaste .",0.9128709291752769
Kentucky Brunch Brand Stout,"the beer pour Pitch Black with a frothy tan head . the bottle gush when I open it . it smell and taste of maple syrup , coffee , cream brûlée , vanilla , and warm bourbon . the feel be slick and smooth .",0.47140452079103173
Marshmallow Handjee,"dec . 14 , 2019 that be an awesome taste explosion . big smell , beautifull mouthfeel . bit on the sweet side , but in good balance with the barrel . smooth and bit alcoholic in the end .",0.6666666666666667
Marshmallow Handjee,I ca n’t say enough about this . the bourbon barrel and the vanilla bean be balance to perfection . the sweetness be cut by the smooth velvet flavor . world class beer and one of the good vanilla stout out there . it ’ one of those beer you must seek out once . or many time .,0.3611575592573077
Marshmallow Handjee,the Best . it really do n't disappoint . the vanilla work flawlessly with the barrel presence and the base beer . I chase this for a long time and try it be worth the wait .,0.0
Marshmallow Handjee,"2019 Handjee , pour from cellar temp into a plastic glass . share with friend spread out in my backyard   the base beer be big and fudgy , decent amount of oak / barrel to reign it in . get a touch of soy sauce like oxidation though which distract from what I think this beer be go for .",0.0
Marshmallow Handjee,"2019 Vintage L - Pitch black . look like motor oil . small amount of light brown head S - Vanilla infuse brownie batter that have be marinate in bourbon F - Silky , thick T - Vanilla upfront follow by a bourbon soak brownie ball . an incredibly long finish that be follow up with some heat from the barrel o - a beer that live up to the hype . absolutely worth the price of admission .",0.0
Marshmallow Handjee,"I be go to start off by say I like this beer and would happily have it again , but the number 2 beer in the world ? not a chance ! shimmer jet black with a brown cap that fade into a ring . the nose be the star of the beer : huge vanilla and bourbon , toasty rustic oak , dark chocolate fudge , roasted malt , date , a hint of coffee , brown sugar and molasse . taste really do well to accentuate the tannin in the wood with the bourbon and vanilla as the excavator , maltwork be robust and characteristic of the base , sweet dark lord flavor that be detect in the nose poke through , on the sweet side of the style for sure . feel be very warm , full , heavy , viscous , and robust without get syrupy , wonderful but sweeter feeling , barrel character be great . the good variant yet I have try",0.26490647141300877
Marshmallow Handjee,"this be the most ridiculously well - taste beverage I 've taste in my entire life . lot of massive chocolate , non - synthetic marsmallow , vanilla , bourbon- thick body . Insane ! both 2018 and 2015 .",0.3849001794597505
Marshmallow Handjee,2018 version pour into a tulip . this beer deserve every bit of hype associate with it in my opinion . wonderfully thick . marshmallow and chocolate delight with booze knock on the door . I hope I have another chance to try this beer sometime .,0.8164965809277259
Marshmallow Handjee,"wow be this overrate . I could n't beleive it when I see that this be my variant . have a blind BBA Vanilla beer taste with family . Handjee , Bourbon County Vanilla , Fundamental Observation , Vlad Vanilla & French Vanilla Militia . 1 . FO 2 . BCV 3 . Handjee 4 . vlad 5 . FVM",0.5773502691896258
Marshmallow Handjee,"taste like burn Vanilla Coke age in gasoline barrel .   I love a boozy stout . I love adjunct . and I like when they ’re make with concern for tastebud , not just for how extreme of a flavor they can get out of it .   hard pass !",0.6546536707079772
Marshmallow Handjee,taste like a barbeque pork chop dip in vanilla ice . I do not understand this beer or the hype . I will not be hunt any more dark lord variant . Pass .,0.8660254037844387
Marshmallow Handjee,"Jet black pour , dark tan head . the base Dark Lord aroma plus heavy vanilla and some oak . wow .   the vanilla be really forward on the taste , which enrich the flavor of the base beer . this be truly world class , IMHO .",0.43301270189221935
Marshmallow Handjee,"split the 2018 version with 2 friend . I 'll blame the perpetual hype but IMHO this be just a pretty good vanilla stout . not 5 time well than FO , certainly not 2 - 3 time as good as Henna marshmallow . yes the vanilla balance be perfect but honestly it start to wobble a bit as it warm up . not worth the price tag , hope for a different variant this year .",0.5773502691896257
Marshmallow Handjee,"2017 vintage ; drink 6/2/17 @ Harvest Hop Haus .   bottle 538 of 1227 .   black appearance .   Minimal dark tan head ; minimal lace .   rich vanilla , milk chocolate , oak & mild bourbon note in the nose .   Thick , sticky mouthfeel .   BOLD , rich vanilla & milk chocolate flavor up front ; mild oak & faint bourbon heat note on the finish .   a vanilla lover dream , and possibly the good "" pastry stout "" ever make .",0.07715167498104597
